"number","opened_at","caller_id","short_description","priority","state","assignment_group","assigned_to","sys_updated_on","close_notes"
"INC0157070","2025-06-12 14:12:16","SolarWinds ","Critical: Open: ALERT: Current packet loss for azsc-prd-dc01 is 70 %.Average Response time is 164 ms and is varying from 163 ms to 165 ms.","3 - Moderate","Closed","CDNA Stratogent","Pompa Reddy (C)","2025-06-14 17:00:01","We are able to ping the node with 0% packet loss, also node is up in SolarWinds,
 
As we received closure alert from SolarWinds, hence marking the ticket to closure."
"INC0157072","2025-06-12 14:13:15","SolarWinds ","Critical : Open : Node ""azsc-prd-dc01"" IP ""10.50.134.4"" is ""Down""  Alert description: Node ""azsc-prd-dc01""  IP ""10.50.134.4""  is DownAlert Generated time","3 - Moderate","Closed","CDNA Stratogent","Pompa Reddy (C)","2025-06-14 17:00:01","Resolution notes copied from Parent Incident: We are able to ping the node with 0% packet loss, also node is up in SolarWinds,
 
As we received closure alert from SolarWinds, hence marking the ticket to closure."
"INC0157075","2025-06-12 14:33:17","SolarWinds ","Critical : Open : volume 'azsc-prd-dc01-D:\ Label:Temporary Storage 8A0A5D37 ' on Node 'azsc-prd-dc01' is in 'Unknown ' stateAn issue on an object you are mon","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-16 12:00:01","The D: drive serial number has been updated from 8A0A5D37 to 76DE8240.

update the serial number in the SolarWinds console. no further action required.

Hence marking the ticket to closure."
"INC0157076","2025-06-12 14:33:21","SolarWinds ","Critical : Open : volume 'azsc-prd-dc01-C:\ Label:Windows 6A22D017 ' on Node 'azsc-prd-dc01' is in 'Unknown ' stateAn issue on an object you are monitoring oc","3 - Moderate","Closed","CDNA Stratogent","Pompa Reddy (C)","2025-06-14 20:00:02","Upon checking the  volume 'azsc-prd-dc01-C:\ Label:Windows 6A22D017 ' on Node 'azsc-prd-dc01' is same in the solarwind 
Hence we good  to close this INC "
"INC0157080","2025-06-12 14:54:18","SolarWinds ","Critical: Open: ALERT: Current packet loss for ttp-ms-sdn-ecxs-01 is 70 %.Average Response time is 81 ms and is varying from 80 ms to 82 ms.","3 - Moderate","Closed","CDNA Stratogent","Pompa Reddy (C)","2025-06-14 16:00:02","We are able to ping the node with 0% packet loss, also node is up in SolarWinds,

The alert may be due to a small disruption between SolarWinds and the node.

As we received closure alert from SolarWinds, hence marking the ticket to closure."
"INC0157081","2025-06-12 14:55:17","SolarWinds ","Critical : Open : Node ""ttp-ms-sdn-ecxs-01"" IP ""10.97.11.149"" is ""Down""  Alert description: Node ""ttp-ms-sdn-ecxs-01""  IP ""10.97.11.149""  is DownAlert Gene","3 - Moderate","Closed","CDNA Stratogent","Pompa Reddy (C)","2025-06-14 16:00:02","Resolution notes copied from Parent Incident: We are able to ping the node with 0% packet loss, also node is up in SolarWinds,

The alert may be due to a small disruption between SolarWinds and the node.

As we received closure alert from SolarWinds, hence marking the ticket to closure."
"INC0157092","2025-06-12 20:07:04","SolarWinds ","Critical: Open - Application ""Windows Server 2016 Services and Counters"" on ""Prometheus2"" is currently WarningThe application Windows Server 2016 Services and","3 - Moderate","Closed","CDNA Stratogent","Sanjay Kumar (C)","2025-06-15 13:00:07","Upon checking  Application ""Windows Server 2016 Services and Counters"" on ""Prometheus2"" is currently UP

Logical Disk: Avg. Disk Queue Length(UP)
Physical Disk: Avg. Disk Queue Length(UP)
"
"INC0157023","2025-06-12 09:27:06","Guna Sekhar (C)","Share CareDx  active User list from starogent","4 - Low","Closed","CDNA Stratogent","Pompa Reddy (C)","2025-06-14 17:00:02","The list of active users from Stratogent has been shared.

Hence, closing the ticket."
"INC0156997","2025-06-12 03:24:44","David Olague","Azure Patching Process – Step-by-Step Documentation","3 - Moderate","Closed","CDNA Stratogent","Sanjay Kumar (C)","2025-06-14 04:00:00","As per david request, the step-by-step documentation of the actions taken during the patching process from the Azure end has been prepared.
Please find the attached document for your reference.
"
"INC0156823","2025-06-10 09:10:35","SolarWinds ","Critical : Open : volume 'prd-oktasyn01-C:\ Label: 861F56BC ' on Node 'prd-oktasyn01' is in 'Unknown ' stateAn issue on an object you are monitoring occurred","3 - Moderate","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-26 19:00:02","Resolution notes copied from Parent Incident: The svc account is not part of the administrator group, as discussed the solarwinds account would need admin privilege for the WMI test to pass. As of now, the account can be added to only Performance monitor Group to monitor the node. As the VM is up and functional and no issues from server end, closing the ticket.
Incident 'INC0156823' closed based on closure of task 'INC0156824'

The svc account is not part of the administrator group, as discussed the solarwinds account would need admin privilege for the WMI test to pass. As of now, the account can be added to only Performance monitor Group to monitor the node. As the VM is up and functional and no issues from server end, closing the ticket."
"INC0156824","2025-06-10 09:10:39","SolarWinds ","Critical : Open : volume 'prd-oktasyn01-E:\ Label:Data A4032B54 ' on Node 'prd-oktasyn01' is in 'Unknown ' stateAn issue on an object you are monitoring occur","3 - Moderate","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-26 19:00:01","The svc account is not part of the administrator group, as discussed the solarwinds account would need admin privilege for the WMI test to pass. As of now, the account can be added to only Performance monitor Group to monitor the node. As the VM is up and functional and no issues from server end, closing the ticket."
"INC0156902","2025-06-10 22:21:18","SolarWinds ","CareDx || Alert for Fremantle - Clients fail to connect to the wireless network","3 - Moderate","Closed","CDNA Stratogent Network","Sanjay C (C)","2025-06-18 07:00:02","Hi Team,
We see that there is no issue seen on the device authentication and all the connectivity is 100% success rate, hence closing the ticket."
"INC0156907","2025-06-11 04:06:23","SolarWinds ","Critical: Open - Application ""Windows Server 2003-2012 Services and Counters"" on ""HALFDOME"" is currently CriticalThe application Windows Server 2003-2012 Serv","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-13 05:00:03","The application Windows Server 2003-2012 Services and Counters on HALFDOME (10.50.16.217) is""UP""
The following is a list of components in this application is ""UP"".

% Processor Time(UP)

Additionally, we received cleared alert from SolarWinds, Moving the ticket to closure."
"INC0156933","2025-06-11 09:04:45","SolarWinds ","Critical: Open - Application ""CareDx_Application_Monitor"" on ""vcenter01"" is currently Down","3 - Moderate","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-13 10:00:00","we can see the application status is Up and alert is also cleared from solarwinds. Hence closing the ticket."
"INC0156942","2025-06-11 09:41:29","SolarWinds ","Critical: Open - Application ""Windows Server 2019 Services and Counters"" on ""HALFDOME"" is currently WarningThe application Windows Server 2019 Services and Co","3 - Moderate","Closed","CDNA Stratogent","Swaroop MS (C)","2025-06-14 02:00:00","Upon review, the % Processor Time counter is functioning normally. No further action is required.
Therefore, we are closing this ticket."
"INC0156975","2025-06-11 13:47:44","Microsoft Azure NoReply","Alert 'Disk_usage_warning_azwe-prd-dc01' was fired","3 - Moderate","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-14 12:00:02","Hi Team,

Post cleanup, the free space has been increased to 57%.

No further action is needed.

Hence marking this as closure.
"
"INC0156993","2025-06-12 00:26:15","David Olague","Security patches on prd-sox-prt01","3 - Moderate","Closed","CDNA Stratogent","Sanjay Kumar (C)","2025-06-14 03:00:00","Hello David,

We have successfully patched the server from the Azure end, and post-reboot the server is up and running fine.

PFA


Thanks & Regards
sanjay s
"
"INC0157093","2025-06-12 20:36:33","SolarWinds ","Critical: Open: ALERT: Current packet loss for outsys-prod.xdxinc.net is 90 %.Average Response time is 20 ms and is varying from 20 ms to 20 ms.","3 - Moderate","Closed","CDNA Stratogent","Sinchana Narendra (C)","2025-06-15 03:00:00","Upon checking the node outsys-prod, the server is up and running fine, able to ping server with 0% Loss,
Also received closure mail from SolarWinds."
"INC0156643","2025-06-07 06:52:40","SolarWinds ","Warning: Open: ALERT: vcenter01 has exceptionaly high response time. Average Response Time is 1024 ms and is varying from 18 ms to 10057 ms.","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-09 08:00:00","Upon checking, we are able to the vcenter01 with 0% packet loss.

Which is below the threshold value, moving the ticket to closure."
"INC0156065","2025-06-01 01:18:00","SolarWinds ","Critical: Open - Application ""Windows Server 2019 Services and Counters"" on ""HALFDOME"" is currently CriticalThe application Windows Server 2019 Services and C","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-03 03:00:00","The application Windows Server 2019 Services and Counters on HALFDOME (10.50.16.217) is currently in a state of ""Up"". 

The following is a list of components in this application presently. 

% Processor Time (Up)

Further no actions required hence moving the ticket to closure."
"INC0156090","2025-06-02 01:59:34","Guna Sekhar (C)","CareDx || Azure update manager scheduling issue.","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-05 21:00:01","Chris has advised to monitor the next patching cycle before making any further changes, as the previous testing conducted by him prior to deploying the configuration did not reveal any issues.

Therefore, we are closing the ticket for now and will observe the upcoming patching cycle to determine the next steps."
"INC0156091","2025-06-02 02:03:31","SolarWinds ","Critical: Open - Application ""Linux Memory Monitoring Perl"" on ""iil-dev.xdxinc.net"" is currently WarningThe application Linux Memory Monitoring Perl on iil-de","3 - Moderate","Closed","CDNA Stratogent","Anbalagan Dayananth (C)","2025-06-07 03:00:01","After observing closely we could see that component status is UP  and we have received the closer alert from SW in short span of time hence marking this ticket to resolved state."
"INC0156115","2025-06-02 08:34:38","Riyas Muhammed (C)","CareDx || Alert for Liquid Handling Instruments - cameras went down","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-06 14:00:01","John has confirmed that we can ignore this. So no action is required on this; hence, closing this incident."
"INC0156133","2025-06-02 09:46:01","SolarWinds ","Alert for Brisbane 3260 - cameras went down","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-06 14:00:00","John has confirmed that we can ignore this. So no action is required on this; hence, closing this incident."
"INC0156177","2025-06-02 13:10:38","David Olague","CareDx || Demotion and Deletion of BrisDC02","3 - Moderate","Closed","CDNA Stratogent","Swaroop MS (C)","2025-06-04 14:00:03","BrisDC02 has been successfully demoted and shutdown for now.

No further action is needed.

Hence closing this ticket."
"INC0156184","2025-06-02 14:03:41","SolarWinds ","Critical: Open - Application ""Windows Server 2016 Services and Counters"" on ""HALFDOME"" is currently CriticalThe application Windows Server 2016 Services and C","3 - Moderate","Closed","CDNA Stratogent","Pompa Reddy (C)","2025-06-04 15:00:05","The application Windows Server 2016 Services and Counters on HALFDOME (10.50.16.217) is currently in a state of ""Up"".

The following is a list of components in this application presently.

% Processor Time(Up)

Hence no further actions required moving ticket to closure."
"INC0156185","2025-06-02 14:15:21","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availability_azie-bioseq01","3 - Moderate","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-04 15:00:04","Upon checking, we could see the server is up and running fine, resource health is available. Uptime is more than 14 days. It's possible to see a discrepancy between the VM availability metric and Resource Health. There can be delays in collecting or reporting metrics from Azure resources. This s mostly because the Azure Service Health dashboard shows currently 1 active outages or known issues in the region."
"INC0156204","2025-06-02 18:13:47","SolarWinds ","Critical: Open - Application ""SSL Certificate Expiration Date"" on ""xq-prod.caredx.com"" is currently WarningThe application SSL Certificate Expiration Date on","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-04 22:00:00","We got a reply from Ram that the certificate has been renewed.

Hence marking the ticket to closure
"
"INC0156089","2025-06-02 01:38:30","SolarWinds ","Critical: Open - Application ""Windows Server 2003-2012 Services and Counters"" on ""SFOPAPSW01"" is currently CriticalThe application Windows Server 2003-2012 Se","3 - Moderate","Closed","CDNA Stratogent","Sinchana Narendra (C)","2025-06-04 04:00:00","Upon verifying the URL in SolarWinds, we found that Application ""Windows Server 2003-2012 Services and Counters"" and server status on ""SFOPAPSW01"" is up and running fine.
All the application and services up and running fine .
No further action required.
Since the alert is also cleared, we are good to close the ticket."
"INC0156088","2025-06-02 01:33:34","SolarWinds ","Critical: Open - Application ""SSL Certificate Expiration Date"" on ""xq-prod.caredx.com"" is currently Down","3 - Moderate","Closed","CDNA Stratogent","Anbalagan Dayananth (C)","2025-06-04 07:00:01","After observing closely we could see that component status is UP  and the certificate is set to expire in the next 20 days and which is set to auto renewed hence moving this ticket to resolved state."
"INC0156069","2025-06-01 10:46:01","Logesh Ramamoorthy (C)","Remove the lims-sql-prd01 and lims-sql-prd02 from custom prod db group in the Manage Engine","3 - Moderate","Closed","CDNA Stratogent","Sanjay Kumar (C)","2025-06-03 11:00:01","Hi Team,

As per request the below mentioned servers are removed by ManageEngine
Server details: lims-sql-prd01 and lims-sql-prd02.

Thanks & Regards 
Sanjay s"
"INC0156070","2025-06-01 11:30:51","Microsoft Azure NoReply","Alert 'Disk_usage_warning_azwe-prd-dc01' was fired","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-03 12:00:00","After deleting the old dns logs, the current usage on C drive is 155 GB (68%) out of 227 GB which is below the threshold value. Additionally we have received the recovery alert further no issues were found hence marking this ticket for closure"
"INC0156071","2025-06-01 11:36:52","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availability-ussj-prd-rddb01-cl","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-03 12:00:01","The server is ""up and running fine"" and received this alert due to an Azure service issue (Tracking ID DN50-3VG) that impacted resources in this subscription; however, there was no downtime and no issue from the server, hence marking this incident for closure."
"INC0156077","2025-06-01 14:16:38","David Olague","Reboot the outsys-prod server on 06-01-2025","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-03 15:00:01","As requested, following the lab approval, we have rebooted the outsys-prod server, and post-check, it is running fine."
"INC0156078","2025-06-01 15:35:35","Rey Mandapat","Tavarua Brisbane ESXi Domain join dropped off","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-03 18:00:01","Hi Rey,

Thank you for taking the time to join the call.

As discussed, after reviewing the Kerberos configuration (/etc/krb5.conf), I confirmed it was correctly set for our Active Directory domain, XDXINC.NET, including the appropriate encryption types, DNS lookup, and accurate domain-to-realm mappings. However, the host was not joined initially due to a missing authentication file.

Further, with your assistance, we have rejoined the ESXi host to the domain successfully. The host is now properly connected and authenticated with Active Directory, and we can log in using our credentials.

Hence closing this incident."
"INC0156080","2025-06-01 22:03:26","SolarWinds ","Critical: Open - Application ""Windows Server 2003-2012 Services and Counters"" on ""HALFDOME"" is currently CriticalThe application Windows Server 2003-2012 Serv","3 - Moderate","Closed","CDNA Stratogent","Sinchana Narendra (C)","2025-06-06 17:00:00","Upon verifying the URL in SolarWinds, we found that Application """"Windows Server 2003-2012 Services and Counters"" on ""HALFDOME"" is up and running fine.
All the application and services up and running fine .
No further action required.
Since the alert is also cleared, we are good to close the ticket."
"INC0156086","2025-06-02 00:35:31","SolarWinds ","Critical : Open:-Disk space low on host  ""avd-strat-0"" IP Address ""10.50.81.42"" for Volume ""C:\ Label:Windows  Serial Number F661C6E4"". Free space is ""9 %""","3 - Moderate","Closed","CDNA Stratogent","Sinchana Narendra (C)","2025-06-04 07:00:00","Upon checking the Disk space low on host ""avd-strat-0"" IP Address ""10.50.81.42"" for Volume ""C:\ Label:Windows Serial Number F661C6E4"". Free space is ""11 %""

hence we good to close this INC"
"INC0156087","2025-06-02 00:48:25","SolarWinds ","Critical: ALERT: prd-oktasyn01 rebooted at 6/2/2025 12:47:00 AM","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-04 02:00:00","This server is rebooted as part of on going patching activity,
Mail chain: Windows and Linux Patch List || Prod Critical || May 2025.
 hence no further action required, Moving the ticket to closure."
"INC0156321","2025-06-03 15:31:48","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availabaility vm-it-jumphost-sc","3 - Moderate","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-05 16:00:00","Upon checking, we could see the server is up and running fine, resource health is available. Uptime is more than 9 days. It's possible to see a discrepancy between the VM availability metric and Resource Health. There can be delays in collecting or reporting metrics from Azure resources. This is mostly because the Azure Service Health dashboard shows currently 1 active outages or known issues in the region."
"INC0156386","2025-06-04 10:46:52","SolarWinds ","Critical: Open: ALERT: Current packet loss for Fremantle ISP is 60 %.Average Response time is 208 ms and is varying from 208 ms to 208 ms.","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-06 12:00:04","The Fremantle ISP is up and running and able to ping the device with 0% packet loss. Additionally, we have received the recovery alert; further, no issues were found, hence closing this ticket."
"INC0156387","2025-06-04 10:46:56","SolarWinds ","Critical: Open: ALERT: Current packet loss for fml-mdf11-acc-ms250-04 is 60 %.Average Response time is 215 ms and is varying from 212 ms to 225 ms.","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-06 12:00:01","The device fml-mdf11-acc-ms250-04 is ""up and running fine"" and able to ping the device with 0% packet loss. Additionally we have received the recovery alert further no issues were found hence closing this ticket."
"INC0156458","2025-06-05 05:27:40","SolarWinds ","Critical: Open: ALERT: Current packet loss for Instrument Room Switch is 50 %.Average Response time is 170 ms and is varying from 169 ms to 171 ms.","3 - Moderate","Closed","CDNA Stratogent","Sinchana Narendra (C)","2025-06-07 07:00:01","Upon checking SolarWinds All the device are ""up and running fine"" and able to ping the device with 0% packet loss and additionally, we have received the recovery alert further no issues were found hence closing this ticket."
"INC0156565","2025-06-05 17:03:09","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availabilty","3 - Moderate","Closed","CDNA Stratogent","Pompa Reddy (C)","2025-06-07 18:00:01","We can see that the server is up and running fine without any reboot events. Also, there is no global outage.

Additionally, the alert has been deactivated; hence, closing the ticket."
"INC0156567","2025-06-05 18:15:36","SolarWinds ","Critical: Open - Application ""Windows Server 2003-2012 Services and Counters"" on ""Jaws"" is currently CriticalThe application Windows Server 2003-2012 Services","3 - Moderate","Closed","CDNA Stratogent","Sinchana Narendra (C)","2025-06-08 08:00:03","Upon verifying the URL in SolarWinds, we found that Application ""Windows Server 2003-2012 Services and Counters"" on ""Jaws"" is up and running fine.
All the application and services up and running fine .
No further action required.
Since the alert is also cleared, we are good to close the ticket."
"INC0156577","2025-06-05 21:46:11","Rodel Roberto","Sax Unresponsive","1 - Critical","Closed","CDNA Stratogent","Chikkanti Mahesh (C)","2025-06-07 23:00:02","Hi team,

After rebooting the server Outsys-prod from server team, and Atik restarted the services Rodel is able to access the SAX now and URL is loading Fine.

Best regards,
Mahesh C"
"INC0156578","2025-06-05 22:13:38","SolarWinds ","Critical: Open: ALERT: Current packet loss for outsys-prod.xdxinc.net is 60 %.Average Response time is 26 ms and is varying from 25 ms to 28 ms.","3 - Moderate","Closed","CDNA Stratogent","Chikkanti Mahesh (C)","2025-06-07 23:00:03","Hi Team,

This was a planned activity. We rebooted the server as per David's request to address the P1 issue.

Now server up and running fine.

Reference: INC0156577 - Sax Unresponsive

Best regards,
Mahesh C"
"INC0156579","2025-06-05 22:15:14","SolarWinds ","Critical : Open : Node ""outsys-prod.xdxinc.net"" IP ""10.125.144.16"" is ""Down""  Alert description: Node ""outsys-prod.xdxinc.net""  IP ""10.125.144.16""  is Down","3 - Moderate","Closed","CDNA Stratogent","Chikkanti Mahesh (C)","2025-06-07 23:00:01","Hi Team,

This was a planned activity. We rebooted the server as per David's request to address the P1 issue.

Now server up and running fine.

Reference: INC0156577 - Sax Unresponsive

Best regards,
Mahesh C"
"INC0156580","2025-06-05 22:20:33","SolarWinds ","Critical: ALERT: outsys-prod.xdxinc.net rebooted at 6/5/2025 10:15:00 PM","3 - Moderate","Closed","CDNA Stratogent","Chikkanti Mahesh (C)","2025-06-07 23:00:03","Hi Team,

This was a planned activity. We rebooted the server as per David's request to address the P1 issue.

Now server up and running fine.

Reference: INC0156577 - Sax Unresponsive

Best regards,
Mahesh C

"
"INC0156626","2025-06-06 14:03:10","SolarWinds ","Critical: ALERT: avd-strat-0 rebooted at 6/6/2025 2:00:00 PM","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-11 12:00:02","Due to uninstalling qualys agent from ManageEngine, it has been rebooted and currently it is ""up and running fine."" Hence reducing the priority and closing this incident."
"INC0156457","2025-06-05 05:27:36","SolarWinds ","Critical: Open: ALERT: Current packet loss for Warehouse Switch is 80 %.Average Response time is 169 ms and is varying from 169 ms to 170 ms.","3 - Moderate","Closed","CDNA Stratogent","Sinchana Narendra (C)","2025-06-07 07:00:01","Upon checking SolarWinds All the device are ""up and running fine"" and able to ping the device with 0% packet loss and additionally, we have received the recovery alert further no issues were found hence closing this ticket."
"INC0156456","2025-06-05 05:27:32","SolarWinds ","Critical: Open: ALERT: Current packet loss for SSP Lab Switch is 80 %.Average Response time is 169 ms and is varying from 169 ms to 169 ms.","3 - Moderate","Closed","CDNA Stratogent","Sinchana Narendra (C)","2025-06-07 07:00:00","Upon checking SolarWinds All the device are ""up and running fine"" and able to ping the device with 0% packet loss and additionally, we have received the recovery alert further no issues were found hence closing this ticket."
"INC0156388","2025-06-04 10:47:53","SolarWinds ","Critical : Open : Node ""Fremantle ISP"" IP ""115.70.196.38"" is ""Down""  Alert description: Node ""Fremantle ISP""  IP ""115.70.196.38""  is DownAlert Generated ti","3 - Moderate","Closed","CDNA Stratogent","Somanth Krishnamurthy (C)","2025-06-06 13:00:02","Network team informed that currently we see that traffic flow and users are getting connected, which means ISP is up and running hence, we are closing this incident."
"INC0156391","2025-06-04 10:52:52","SolarWinds ","Warning: Open: ALERT: Fremantle is Down","3 - Moderate","Closed","CDNA Stratogent","Somanth Krishnamurthy (C)","2025-06-06 13:00:01","Resolution notes copied from Parent Incident: Network team informed that currently we see that traffic flow and users are getting connected, which means ISP is up and running hence, we are closing this incident."
"INC0156392","2025-06-04 10:57:54","SolarWinds ","Critical: Open: ALERT: Current packet loss for fml-mdf11-fw1-f1120-01 is 90 %.Average Response time is 211 ms and is varying from 211 ms to 211 ms.","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-06 12:00:02","The fml-mdf11-fw1-f1120-01 is up and running and able to ping the device with 0% packet loss. Additionally, we have received the recovery alert; further, no issues were found, hence closing this ticket."
"INC0156393","2025-06-04 10:57:58","SolarWinds ","Critical: Open: ALERT: Current packet loss for fml-mdf11-acc-ms250-03 is 80 %.Average Response time is 212 ms and is varying from 212 ms to 212 ms.","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-06 12:00:03","The device fml-mdf11-acc-ms250-03 is up and running and able to ping the device with 0% packet loss. Additionally we have received the recovery alert further no issues were found hence closing this ticket."
"INC0156395","2025-06-04 10:57:28","Ratnodeep Roy (C)","Reboot the two proxies in sto-sweden location","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-06 12:00:02","As requested, we have rebooted these proxies, and they are ""up and running fine."" Further, the backup team confirmed that the backup has started and is working fine."
"INC0156435","2025-06-04 14:47:23","SolarWinds ","Critical: Open - Application ""SSL Certificate"" on ""STO-VCENTER01"" is currently Down","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-08 09:00:01","The application is ""up and running fine,"" and the component HTTPS is up. Additionally, we have received the recovery alert; further, no issues were found, hence closing this ticket."
"INC0156446","2025-06-04 17:15:18","SolarWinds ","Critical: Open - Application ""Windows Server 2016 Services and Counters"" on ""Prometheus2"" is currently CriticalThe application Windows Server 2016 Services an","3 - Moderate","Closed","CDNA Stratogent","Varunsimha M P (C)","2025-06-06 20:00:00","The application is ""up and running fine,"" and the component logical and physical disk queue has come to normal. Additionally, we have received the recovery alert; further, no issues were found, hence closing this ticket."
"INC0156453","2025-06-05 02:37:13","SolarWinds ","Critical: Open - Application ""Web links under outsys-prod"" on ""outsys-prod.xdxinc.net"" is currently Down","3 - Moderate","Closed","CDNA Stratogent","Sinchana Narendra (C)","2025-06-09 17:00:00","The application Web links under outsys-prod on outsys-prod.xdxinc.net (10.125.144.16) is currently in a state of ""Up"".

The following is a list of components in this application presently.

HTTP Monitor(Up)

No further actions required hence moving ticket to closure."
"INC0156642","2025-06-06 22:02:24","SolarWinds ","Critical: Open - Application ""Windows Server 2016 Services and Counters"" on ""HALFDOME"" is currently CriticalThe application Windows Server 2016 Services and C","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-13 06:00:01","
The application Windows Server 2016 Services and Counters on HALFDOME (10.50.16.217) is ""UP"".

The following is a list of components in this application is ""UP""
% Processor Time (UP)

PFA

Hence, moving the ticket to closure.
"
"INC0157331","2025-06-16 12:15:03","SolarWinds ","Critical: Open: ALERT: Current packet loss for HQ-WiLine-FW is 70 %.Average Response time is 25 ms and is varying from 25 ms to 26 ms.","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-18 13:00:03","Resolution notes copied from Parent Incident: We are able to ping the node with 0% packet loss, also node is up in SolarWinds,

As we received closure alert from SolarWinds, hence marking the ticket to closure.
Incident 'INC0157331' closed based on closure of task 'INC0157332'

We are able to ping the node with 0% packet loss, also node is up in SolarWinds,

As we received closure alert from SolarWinds, hence marking the ticket to closure."
"INC0157397","2025-06-17 08:15:44","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availability vm-eis-dev-wus2-1","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-19 11:00:00","The availability alert was due the reboot initiated by the system setup process as the server was set up today.

No action required hence marking the ticket to closure."
"INC0157398","2025-06-17 08:18:54","Guna Sekhar (C)","Review Caredx patch list for this weekend with Customer","3 - Moderate","Closed","CDNA Stratogent","Anbalagan Dayananth (C)","2025-06-21 10:00:00","Hi Team,

We have Review Caredx patch list for this weekend with Customer
Sweden Prod Critical servers - Security and Third party patching 

Please find the attached mail chain.

Thanks & Regards 
Sanjay S."
"INC0157424","2025-06-17 10:57:06","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availability - sto-seq was triggered for vmse-it-1","3 - Moderate","Closed","CDNA Stratogent","Sudheesh Balakrishna (C)","2025-06-19 12:00:03","Upon validation the server has not reboot and the availability alert was due to discrepancy between the VM availability metric and Resource Health from Azure end as there can be delays in collecting or reporting metrics from Azure resources sometimes.

Where the metric shows a downtime, but Resource Health showing ""Available"" status, potentially triggering an alert. 

This could happen due to temporary issues within the Azure monitoring or network latency, no further action required hence marking the ticket for closure."
"INC0157425","2025-06-17 10:59:47","SolarWinds ","Critical: Open - Application ""Windows Server 2003-2012 Services and Counters"" on ""Prometheus2"" is currently CriticalThe application Windows Server 2003-2012 S","3 - Moderate","Closed","CDNA Stratogent","Anbalagan Dayananth (C)","2025-06-19 12:00:03","Upon verifying the affected components ""Logical Disk: Avg. Disk Queue Length(Critical) Physical Disk: Avg. Disk Queue Length(Critical)"" came up in short span of time additionally we don't any deviations with the server functionality\performance looks to be glitch in the network which reported the component to go down hence ticket is good to be closed."
"INC0157431","2025-06-17 11:21:03","Microsoft Azure NoReply","Azure: Activated Severity: 0 VM Availability - sto-seq was triggered for vmse-it-0","3 - Moderate","Closed","CDNA Stratogent","Swaroop MS (C)","2025-06-19 12:00:01","We had received VM Availability alert for vmse-it-0

However, upon checking we could see that the VMs are Up and online. Resource Health is Available, and we don't see any reboots or down time observed.

Suspecting discrepancy between the VM availability metric and Resource Health from Azure end as there can be delays in collecting or reporting metrics from Azure resources sometimes.
Where the metric shows a downtime, but Resource Health showing ""Available"" status, potentially triggering an alert. 

This could happen due to temporary issues within the Azure monitoring or network latency. We will proceed with ticket closure for now."
